2026-07-07 01:06:47,OK,Sys 61.2%,CPU 1.2/1.5/1.3,Ollama:0,model,Sessions:4
2026-07-09 20:34:xx,CRITICAL,Sys 50.3%,CPU 2.1/2.7/2.7,Ollama:Qwen3.6-35B-A3B(26.4GB,-26.3GB available),Sessions:5
